,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
21562,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21563,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21564,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21565,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21566,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21567,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21568,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,Payment,Payment,Payment,Payment,Payment,Payment,,,,,,,,
21569,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21570,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21571,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21572,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21573,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21574,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21575,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21576,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21577,Create Fine,Send Fine,Insert Fine Notification,Appeal to Judge,Add penalty,Payment,Payment,Payment,Payment,Payment,Payment,Payment,Payment,Payment,Payment,Payment,,,,
21578,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21579,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21580,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21581,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21582,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21583,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21584,Create Fine,Send Fine,Insert Fine Notification,Insert Date Appeal to Prefecture,Send Appeal to Prefecture,Add penalty,Receive Result Appeal from Prefecture,,,,,,,,,,,,,
21585,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21586,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21587,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21588,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21589,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21590,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21591,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21592,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21593,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21594,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21595,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21596,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21597,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21598,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21599,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21600,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21601,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21602,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21603,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21604,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21605,Create Fine,Send Fine,Insert Fine Notification,Appeal to Judge,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,
21606,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21607,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21608,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21609,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21610,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21611,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21612,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21613,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21614,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21615,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21616,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21617,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21618,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21619,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21620,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21621,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21622,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21623,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21624,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21625,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21626,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21627,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21628,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21629,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21630,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21631,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21632,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21633,Create Fine,Send Fine,Insert Fine Notification,Payment,Add penalty,Payment,,,,,,,,,,,,,,
21634,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21635,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21636,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21637,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21638,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21639,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21640,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21641,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21642,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21643,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21644,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21645,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21646,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21647,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21648,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
21649,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21650,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21651,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21652,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21653,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21654,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21655,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21656,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21657,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21658,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21659,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21660,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21661,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21662,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21663,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21664,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21665,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
21666,Create Fine,Send Fine,Insert Fine Notification,Appeal to Judge,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,
21667,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21668,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21669,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21670,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21671,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21672,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21673,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21674,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21675,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21676,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21677,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
21678,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21679,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21680,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21681,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21682,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21683,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21684,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21685,Create Fine,Send Fine,Insert Fine Notification,Payment,Add penalty,Payment,,,,,,,,,,,,,,
21686,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21687,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,Payment,,,,,,,,,,,,,
21688,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21689,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21690,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21691,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21692,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21693,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21694,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21695,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21696,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21697,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21698,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21699,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21700,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21701,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21702,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21703,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21704,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21705,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21706,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21707,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21708,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21709,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21710,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21711,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21712,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21713,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21714,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21715,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21716,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21717,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21718,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21719,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21720,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21721,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21722,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21723,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21724,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21725,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21726,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21727,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21728,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21729,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21730,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21731,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21732,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21733,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21734,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21735,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21736,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21737,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21738,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21739,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21740,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21741,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21742,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21743,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21744,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21745,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21746,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21747,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21748,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21749,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21750,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21751,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21752,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21753,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21754,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21755,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21756,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21757,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21758,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
21759,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21760,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21761,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21762,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21763,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21764,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21765,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21766,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21767,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21768,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21769,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21770,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21771,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21772,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21773,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21774,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Insert Date Appeal to Prefecture,Send Appeal to Prefecture,Receive Result Appeal from Prefecture,Notify Result Appeal to Offender,Send for Credit Collection,,,,,,,,,,,
21775,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21776,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21777,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
21778,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21779,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21780,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21781,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21782,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21783,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21784,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21785,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21786,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21787,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21788,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21789,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21790,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21791,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21792,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21793,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21794,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21795,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21796,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21797,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21798,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21799,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21800,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21801,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21802,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21803,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21804,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21805,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21806,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21807,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21808,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21809,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21810,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21811,Create Fine,Payment,,,,,,,,,,,,,,,,,,
21812,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21813,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21814,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21815,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21816,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21817,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
21818,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21819,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21820,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21821,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
21822,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
21823,Create Fine,Send Fine,Insert Fine Notification,Payment,Add penalty,Payment,,,,,,,,,,,,,,
