Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
698.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
699.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
700.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
701.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
702.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
703.0,Assign seriousness,Assign seriousness,,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
704.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
705.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
706.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
707.0,Insert ticket,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
708.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
709.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
710.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
711.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
712.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
713.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
714.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
715.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
716.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
717.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
718.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
719.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
720.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
721.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
722.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
723.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
724.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
725.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
726.0,Assign seriousness,Create SW anomaly,Take in charge ticket,Create SW anomaly,Require upgrade,VERIFIED,DUPLICATE,Resolve ticket,Closed,,,,,,
727.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
728.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
729.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
730.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
731.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
732.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
733.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
734.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
735.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
736.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
737.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
738.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
739.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
740.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
741.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
742.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
743.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
744.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
745.0,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
746.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
747.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
748.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
749.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
750.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
751.0,Assign seriousness,Take in charge ticket,Require upgrade,Wait,Resolve ticket,Closed,,,,,,,,,
752.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
753.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
754.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
755.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
756.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
757.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
758.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
759.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
760.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
761.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
762.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
763.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
764.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
765.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
766.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
767.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
768.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
769.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
770.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
771.0,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
772.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
773.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
774.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
775.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
776.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
777.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
778.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
779.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
780.0,Assign seriousness,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
781.0,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
782.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
783.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
784.0,Assign seriousness,Take in charge ticket,Wait,,Closed,,,,,,,,,,
785.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
786.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
787.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
788.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
789.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
790.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
791.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
792.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,
793.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
794.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
795.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
796.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
797.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
798.0,Assign seriousness,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
799.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
800.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,,,,,,
801.0,,Require upgrade,Resolve ticket,Closed,,,,,,,,,,,
802.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
803.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
804.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
805.0,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
806.0,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,,
807.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
808.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
809.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
810.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
811.0,Assign seriousness,Take in charge ticket,Wait,,Wait,Resolve ticket,Closed,,,,,,,,
812.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
813.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
814.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
815.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
816.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
817.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
818.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
819.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
820.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
821.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
822.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
823.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
824.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
825.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
826.0,Assign seriousness,Take in charge ticket,,Closed,,,,,,,,,,,
827.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
828.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
829.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
830.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve SW anomaly,Resolve SW anomaly,Resolve ticket,Closed,,,,,,,,
831.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
832.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
833.0,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
834.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
835.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
836.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
837.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
838.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
839.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
840.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
841.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
842.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
843.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
844.0,Take in charge ticket,,Closed,,,,,,,,,,,,
845.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
846.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
847.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
848.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
849.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
850.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
851.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
852.0,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
853.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
854.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
855.0,Assign seriousness,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
856.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
857.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
858.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
859.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
860.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
861.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
862.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
863.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
864.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
865.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
866.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
867.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
868.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
869.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
870.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
871.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
872.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
873.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
874.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
875.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
876.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
877.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,
878.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
879.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
880.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
881.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
882.0,Assign seriousness,Take in charge ticket,,Closed,,,,,,,,,,,
883.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
884.0,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,,Take in charge ticket,Resolve ticket,Closed,,,,,,
885.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
886.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
887.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
888.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
889.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
890.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
891.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
892.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
893.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,
894.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
895.0,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
896.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
897.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
898.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
899.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
900.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
901.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
902.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
903.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
904.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
905.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
906.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
907.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
908.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
909.0,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,,
910.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,,,,
911.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
912.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
913.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
914.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
915.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
916.0,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
917.0,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
918.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
919.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
920.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
921.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
922.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
923.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
924.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
925.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
926.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
927.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
928.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
929.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
930.0,Assign seriousness,Take in charge ticket,Wait,,Resolve ticket,Closed,,,,,,,,,
931.0,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
932.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,,,,,,
933.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
934.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
935.0,,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
936.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
937.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
938.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
940.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
941.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
942.0,Assign seriousness,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
943.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
944.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
945.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,,,,,,
946.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
947.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
948.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
949.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
950.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
951.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
952.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
953.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
954.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
955.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
956.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
957.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
958.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
959.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
960.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
961.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
962.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
963.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
964.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
965.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
966.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
967.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
968.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
969.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
970.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
971.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
972.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
973.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
974.0,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
975.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
976.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
977.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
978.0,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
979.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
980.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
981.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
982.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
983.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
984.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
985.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
986.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
987.0,Assign seriousness,Take in charge ticket,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
988.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
989.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
990.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
991.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
992.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
993.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
