Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17289.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17290.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17291.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17292.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17293.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17294.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17295.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17296.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17297.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17298.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17299.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17300.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17301.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17302.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17303.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17304.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17305.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17306.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17307.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17308.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17309.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17310.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17311.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17312.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17313.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17315.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17316.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17317.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17318.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17319.0,Create Fine,Send Fine,,Add penalty,Payment,,,,,,,,,,,,,,,
17320.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17321.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17322.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17323.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17324.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17325.0,Create Fine,,,,,,,,,,,,,,,,,,,
17326.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17327.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17328.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17329.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17330.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17331.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17332.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17333.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17334.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17335.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17336.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17337.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17338.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17339.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17340.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
17341.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17342.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17343.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17344.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17345.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17346.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17347.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17348.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17349.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17350.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17351.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17352.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17353.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17354.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17355.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17356.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17357.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17358.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17359.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17360.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17361.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17362.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17363.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17364.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17365.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17366.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17367.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17368.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17369.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17370.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17371.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17372.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17373.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17374.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17375.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17376.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17377.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17378.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17379.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17380.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17381.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17382.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17383.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17384.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17385.0,Create Fine,,,,,,,,,,,,,,,,,,,
17386.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17387.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17388.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17389.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17390.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17391.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17392.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17393.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17394.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17395.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17396.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17397.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17398.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17399.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17400.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17401.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17402.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17403.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17404.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17405.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17406.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17407.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17408.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17409.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17410.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17411.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17412.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17413.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17414.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17415.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17416.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17417.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17418.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17419.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17420.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17421.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17422.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17423.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17424.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17425.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17426.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17427.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17428.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17429.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17430.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17431.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17432.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17433.0,,Payment,,,,,,,,,,,,,,,,,,
17434.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17435.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17436.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17437.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17438.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17439.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17440.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17441.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17442.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17443.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17444.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17445.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17446.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17447.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17448.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17449.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17450.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17451.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17452.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17453.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17454.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17455.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17456.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17457.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17458.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17459.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17460.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17461.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17462.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17463.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17464.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17465.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17466.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17467.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17468.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17469.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17470.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17472.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17473.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17474.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17475.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17476.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17477.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17478.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17479.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17480.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17481.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17482.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17483.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17484.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17485.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17486.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17487.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17488.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17489.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17491.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17492.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17493.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17494.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17495.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17496.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17497.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17498.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17499.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17500.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17501.0,Create Fine,,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17502.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17503.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17504.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17505.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17506.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17507.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17508.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17509.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17510.0,Create Fine,Send Fine,,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17511.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17512.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17513.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17514.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17515.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17516.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17517.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17518.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17519.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17520.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17521.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17522.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17523.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17524.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17525.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17526.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17527.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17528.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17529.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17530.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17531.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17532.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17533.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17534.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17535.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17536.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17537.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17538.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17539.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17540.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17541.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17542.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17543.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17544.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17545.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17546.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17547.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17548.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17549.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17550.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17552.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17553.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17554.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17555.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17556.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17557.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17558.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17559.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17560.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17561.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17562.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17563.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17564.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17565.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17566.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17567.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17568.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17569.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17570.0,,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17571.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17572.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17573.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17574.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17575.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17576.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17577.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17578.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17579.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17580.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17581.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17582.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17583.0,Create Fine,,Payment,,,,,,,,,,,,,,,,,
17584.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17585.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17586.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17587.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
17588.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17589.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17590.0,,Payment,,,,,,,,,,,,,,,,,,
17591.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17592.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17593.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17594.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17595.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
17596.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17597.0,Create Fine,Send Fine,Insert Fine Notification,Payment,Add penalty,Payment,,,,,,,,,,,,,,
17598.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17599.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17600.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17601.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17602.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17603.0,Create Fine,,,,,,,,,,,,,,,,,,,
17604.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17605.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17606.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17607.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
17608.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17609.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17610.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
17611.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
17612.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
